"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"abfA_1",373.046052359984,0.436585616413337,0.116393267954574,3.75095247419059,0.000176164092041545,0.000254086223024816
"accA",27625.8806052274,-4.88996165510672,0.0787316403032834,-62.1092312603932,0,0
"accB",23920.3663521394,-5.24823438853975,0.0846129158506767,-62.0263979296227,0,0
"accD",27612.3236141582,-4.89119155888705,0.0711056205671484,-68.7876924478574,0,0
"ackA",9391.91342946753,-2.47603032985833,0.058372924035441,-42.4174456012348,0,0
"acpA_1",27510.0495552995,-5.73518810450816,0.0866927727593468,-66.155319779985,0,0
"acpS",962.474264683016,0.321435094773153,0.0843940994792614,3.80873896109456,0.00013967731957118,0.000202475791878384
"acyP",2785.63348917268,3.00162071909634,0.0938493386901525,31.9833976561766,1.85561191990828e-224,1.92662089590477e-223
"addA",19701.9466770829,0.473226451973094,0.0523388761215944,9.0415860454032,1.54414847168377e-19,3.29204670464235e-19
"adeC",4752.46384079363,2.91201105093958,0.0736963442680692,39.5136431781092,0,0
"adhE",101711.921629039,5.06850318059064,0.0638161286070521,79.4235452889967,0,0
"adk",52137.14911049,-2.96445539778406,0.0523220348099363,-56.6578767158553,0,0
"ahpC",5944.66043991206,-4.93855218332622,0.0849516949953113,-58.1336509365563,0,0
"ahpF",18869.0183795827,-4.62898039444087,0.0681426858623912,-67.9307006446551,0,0
"alaA",7593.49060857009,-0.217807987766116,0.0566786822825939,-3.84285553217607,0.000121611060085506,0.000176911183007545
"alaS",27137.1774634909,-2.12021854977504,0.0492908212488526,-43.0144699572113,0,0
"albF",4710.47753459238,-0.240669933201642,0.0589632787134673,-4.08169183350845,4.47090530734509e-05,6.6554470310168e-05
"alsS",3587.202181767,-2.65850653456682,0.0762215459678474,-34.8786750624064,1.56542974459018e-266,1.89965229765458e-265
"apbE",2582.35175705559,-0.286305197397249,0.0663689604856572,-4.31384182157142,1.60441759947012e-05,2.43114068286411e-05
"appA",61502.3596019483,2.11258377980438,0.0529685943629596,39.8837047728358,0,0
"apt",8228.64942477207,-2.32099047370374,0.0659525840187876,-35.1918049646481,2.66867326108157e-271,3.30823461158215e-270
"arcC1",1191.81942357765,-2.27260099261319,0.0991967949772004,-22.9100243927793,3.69137784746295e-116,2.11482125284929e-115
"arcD1_1",2764.0450174476,4.83435344555001,0.0906886944558192,53.3071236118098,0,0
"argS",119285.083841411,3.08174456913838,0.0532027738617599,57.9245092961856,0,0
"artM_2",10148.0207722927,0.442958567256738,0.0613766787495319,7.21705012850856,5.31273969935159e-13,9.96701850967721e-13
"asd",5257.59476918776,2.42214106870203,0.072901776138012,33.224719574961,4.73322940354649e-242,5.29679679556409e-241
"atpC",14394.0221758632,0.237210970705331,0.0697222102059484,3.40222964826627,0.000668384480302408,0.000940907374131045
"atpE_1",3496.71207957868,-0.229853059653863,0.0589757278817691,-3.89741793631879,9.72237517657476e-05,0.000142442949606872
"atpF",9020.51822789663,-0.393123450562624,0.059622737692616,-6.59351559113849,4.29531623785642e-11,7.7111919476124e-11
"atpG",22151.119429891,-0.419228459477563,0.0670039380085994,-6.25677343656664,3.93023725282544e-10,6.87970927518319e-10
"axe2",959.137273707995,0.38476483948116,0.0822266792644765,4.67931871897186,2.87829718461798e-06,4.49645991469925e-06
"bbmA",92.6382111245783,2.31685091201029,0.248598133415738,9.31966334652943,1.16710022593611e-20,2.53518145754702e-20
"bceA_1",3215.33560136429,-2.30643728735019,0.0850948162421135,-27.104321851849,8.7566410823169e-162,6.57548296416277e-161
"bcr",416.220702749295,-3.35534301818155,0.166306802492528,-20.1756210082405,1.60337170875306e-90,7.59686496601943e-90
"bepA",10885.5737988258,0.218144060444556,0.0641386731717885,3.40113148053876,0.000671075424716076,0.000944233327535927
"bglC",3647.88715930779,0.406475395912652,0.0714269254333453,5.69078668088507,1.26455407708142e-08,2.11938084247446e-08
"bglF_2",201.873513138206,3.10016448355048,0.219015376177848,14.1550083727137,1.73917034842249e-45,5.37256060371974e-45
"bglF_4",16981.6039325584,3.12720654807783,0.0561675302788145,55.676411844253,0,0
"bglH_3",4968.2122918189,0.451430561943697,0.0565626692239837,7.98106893004055,1.4507141920217e-15,2.86162826903594e-15
"bioY2",29482.6388289621,5.91909525761854,0.0705259949853454,83.9278518346104,0,0
"birA",4217.26475490168,0.403231915646735,0.0617717491767241,6.52777233963572,6.67550571482834e-11,1.19025135994088e-10
"brnQ_1",15050.7387197103,2.52514379172506,0.0576588058867121,43.7945904860821,0,0
"bsaA",1939.70047216099,3.68618587324782,0.0841303536769691,43.8151714825956,0,0
"catM",674.356215287674,0.428153312034282,0.114078882390781,3.75313382338045,0.00017463756354061,0.000252137365834736
"cbh_3",6704.89511666998,0.427016043153318,0.0567174206741289,7.52883396455469,5.11954321724934e-14,9.75732690046991e-14
"ccpA_2",22598.3420279435,-0.391856837383649,0.0485016276647555,-8.0792512798163,6.51656256820121e-16,1.29431173661234e-15
"celA_1",451.630735263743,6.10224342403586,0.255966105548624,23.8400448018563,1.28448602760308e-125,7.8266563885306e-125
"celA_2",890.004187608375,0.495656683685451,0.101523244013524,4.88219903236566,1.04909286511798e-06,1.66236423144865e-06
"celA_3",3088.14139645051,5.80510626782044,0.118575506805392,48.9570436949332,0,0
"cfa",7986.33473960301,-2.38072535068368,0.0617263550990066,-38.5690252869312,0,0
"cfiB_1",55265.2723175416,-5.24134650339218,0.0597484056603718,-87.723621165485,0,0
"cfiB_2",39275.2845705141,-0.255225446565622,0.0695170420780303,-3.67140831854067,0.000241217608699006,0.000345743896081469
"chbC",7133.05541708703,7.40437826649921,0.231424813754421,31.9947465718021,1.29022826524314e-224,1.34445525030408e-223
"clcA",2716.71952338292,-0.41986339703022,0.0638026304507332,-6.58065966973616,4.68365550389232e-11,8.38219864915638e-11
"clpP_2",202.456318159098,5.97528250557095,0.357887385001295,16.6959852623733,1.40185790984624e-62,5.22246547761373e-62
"cmk",4373.51810797149,-2.2731288522989,0.0724894337408928,-31.3580715835635,7.55172438103207e-216,7.4892273516718e-215
"cmpD",5229.41505400691,2.32734926071934,0.0703869602511217,33.0650627959495,9.45035507004693e-240,1.04939077920676e-238
"coaA",7704.21067925925,-0.452129469886996,0.0597703080167495,-7.56444938781803,3.89510956731258e-14,7.45331677684031e-14
"coaBC_1",2635.78319208056,0.400433736128127,0.0709478828924734,5.64405475967497,1.66091208278871e-08,2.77719950587228e-08
"coaBC_2",1552.98050195376,0.363591941743003,0.0724931150617065,5.01553756427092,5.28853902411917e-07,8.44521834168058e-07
"copA",3508.96988616163,0.243194856471677,0.0662783283589058,3.66929677457683,0.0002432185980856,0.000348181527174806
"copY",635.330329755941,-0.377804773839316,0.0976692543330942,-3.86820577692586,0.00010963912442506,0.000159980782266094
"corA_2",7043.01526473382,7.43008028882467,0.117563515554407,63.2005622984802,0,0
"crtK-2",4368.53081046345,2.29664492276609,0.0708926490436475,32.3960940061935,3.11533963204615e-230,3.29401352270762e-229
"cspLA_1",21194.2187590322,-0.448935161333477,0.082123758527506,-5.46656862012853,4.58830850970286e-08,7.57518672440036e-08
"cspLA_2",60322.2095101162,-0.208310674424686,0.0566851512325717,-3.67487198843335,0.000237968698662342,0.000341345624614911
"ctc",11501.7298951777,2.18751876227776,0.0628215127706657,34.8211729676656,1.16318997494852e-265,1.40560267561006e-264
"cysL",2496.84809690001,0.377322277108072,0.0700937819570425,5.38310626953068,7.32112852779605e-08,1.19838165315546e-07
"dapA",4646.01938040544,2.83285634829706,0.0744999149833464,38.0249608194897,0,0
"dapB",2998.19621767721,2.62226869380853,0.074935962907085,34.9934609776076,2.82888258717418e-268,3.46207077477146e-267
"dapF",6267.10205746081,3.24036177415613,0.0662335397610677,48.92327642227,0,0
"dapH",3286.98304162475,2.2806604004351,0.0958517973236674,23.7936112218521,3.88919442470657e-125,2.35977281971648e-124
"dauA",5054.55651013878,-3.12079674728416,0.0783099784231004,-39.8518402140635,0,0
"dcuR",392.999661152966,3.1087807370563,0.143683419843791,21.636321994814,8.17716279224029e-104,4.3631762876592e-103
"dcuS_1",558.827387782065,3.61065325910932,0.130755070652173,27.6138679830947,7.58389187336575e-168,5.83189118390371e-167
"dcuS_2",982.329170869487,3.96214386011269,0.107747961299295,36.7723325094469,5.11252382586204e-296,7.13767889474719e-295
"ddc",10063.0628846262,-4.81655995232661,0.0633814183065871,-75.9932497727971,0,0
"degA_2",1556.03183048733,-0.382991328190623,0.07867792368505,-4.86783725665853,1.12826180962143e-06,1.78584532992362e-06
"degA_4",2994.00692252508,-2.87983432807858,0.079783980197241,-36.0953956039682,2.67844625544155e-285,3.58288903751158e-284
"deoB",16014.1277990676,-0.403818695426212,0.0567641655120201,-7.11397220030834,1.12749871356787e-12,2.09746849949625e-12
"der_1",21419.1833110134,-3.01204208694755,0.0549401269133027,-54.824083164217,0,0
"dgaR_7",718.927604532287,0.452590171435579,0.0896686756392087,5.04736094527171,4.47954579760975e-07,7.17725555093351e-07
"dgkA",2318.5565779892,0.277899358495127,0.0718186612598087,3.86945890692404,0.000109077163289124,0.000159241584578437
"dgs",6222.37763990173,0.321085147281713,0.0577421592631098,5.5606709444073,2.68739475215271e-08,4.46501866388862e-08
"dhaS",3424.40611400278,-0.334975655346342,0.0748842753291391,-4.47324426755848,7.70416836420475e-06,1.18171670482415e-05
"dinB_3",1872.15751618261,0.476604495424447,0.0900296941812074,5.29385887355299,1.19761869692928e-07,1.94706126193816e-07
"dinB_4",1103.50794110653,0.475612793915801,0.0937537494912227,5.07300024262313,3.91592000270713e-07,6.29524087634752e-07
"divIB",12758.6321712849,-0.414567055982967,0.0604857364421387,-6.85396393213375,7.18311997514685e-12,1.31583777379123e-11
"dltA",3245.13909598479,-2.11121640052801,0.0711875423451583,-29.6571047542506,2.74660316697588e-193,2.40098197818317e-192
"dnaA",17054.5871796049,-0.368491196960559,0.0514049586054354,-7.1683978930701,7.58804955531571e-13,1.41525489760622e-12
"dnaD",2615.35222510206,-0.388285203444923,0.0670989454856376,-5.78675567305353,7.17588331541909e-09,1.21185205021405e-08
"dnaG",14105.28201385,-0.411950462497884,0.0764747658867468,-5.38675022696965,7.17430240309777e-08,1.17501672615656e-07
"dnaN",9056.84447768993,-0.223253536241685,0.0549268373420319,-4.0645620073021,4.81227445162468e-05,7.14881266677303e-05
"DNPH1",5656.60462813359,-4.25760567848667,0.0689143775881393,-61.7810945624711,0,0
"dppC",11952.280887395,6.64272497355007,0.0854064019706999,77.7778342170294,0,0
"dppE",142482.54794893,7.31001735120818,0.0883062601408408,82.7802846542175,0,0
"dus_1",3673.95798030252,-2.21367994364972,0.073390675636422,-30.1629590469545,7.25337754288081e-200,6.64353943099529e-199
"dxs",5407.64743738539,-3.04595893156164,0.0662181591232208,-45.9988464175457,0,0
"ecfA1",5458.18806970772,0.275284736872219,0.0684430162363988,4.02210118737899,5.76812666332125e-05,8.55109911531542e-05
"ecfA2_1",6904.91101938791,0.234157897536988,0.0633342482612231,3.69717655084813,0.000218010727753013,0.000313186240268563
"ecfT",3220.60339429874,0.437428422148785,0.0590599563758524,7.40651448106444,1.29662090164521e-13,2.44851064552307e-13
"ecsA_1",1668.22669892863,0.320536544733055,0.0920791779588095,3.48109694111782,0.000499364722543822,0.000708172062147945
"emrB",1796.79261192233,-4.3264300595861,0.103002996150466,-42.002953518615,0,0
"exuR_1",868.650816623778,-0.472199555585975,0.0975551050429999,-4.84033670383361,1.29619327462103e-06,2.0471454463537e-06
"fabD",33794.8286912533,-5.68795779564647,0.0725544937738627,-78.3956651034553,0,0
"fabF",40078.004307205,-5.30576326793513,0.075415105036319,-70.3541189179533,0,0
"fabG_1",36871.9265682727,-5.51032548381373,0.0687621944478423,-80.1359748341575,0,0
"fabH",40120.1411879908,-4.57584512986097,0.0653582952045519,-70.0116965343105,0,0
"fabI",13683.4250194928,-3.68796447933797,0.0725441426999781,-50.8375223977811,0,0
"fabZ_1",17430.9163358927,-5.34161953546391,0.0959247560621362,-55.6855159684099,0,0
"fabZ_2",8552.94330168686,-3.29923122730417,0.0650652773255138,-50.7064806747616,0,0
"fba",232198.306211952,-2.27325337116887,0.060843248202628,-37.3624590784204,1.59138754733238e-305,2.2770301423522e-304
"FECAFAII_00019",6756.10583938358,-3.78471690760366,0.0648017474723525,-58.4045501121463,0,0
"FECAFAII_00048",3796.17055871484,-0.288213188862756,0.0647578230537337,-4.4506312175381,8.56182600927365e-06,1.31047427369191e-05
"FECAFAII_00050",74.4304533484647,-2.20992462738432,0.272707015305127,-8.10365888428532,5.33305009408835e-16,1.06070899520042e-15
"FECAFAII_00072",1294.64915346069,-2.87194083859187,0.0921388311202993,-31.1697120928545,2.7425385659819e-213,2.6557376820754e-212
"FECAFAII_00087",4576.29786494372,0.441674800268112,0.0684209521535434,6.45525656054815,1.08035717366741e-10,1.91796742683177e-10
"FECAFAII_00116",392.76569514671,2.31594879966088,0.142743333184266,16.2245671864146,3.38092354441726e-59,1.2109011349619e-58
"FECAFAII_00125",1548.60339538231,0.347618074934394,0.0867071591275784,4.00910465101179,6.09494028509372e-05,9.02164089548612e-05
"FECAFAII_00131",4148.01078122573,0.420023691441675,0.0646624419132964,6.49563609127026,8.26833039298467e-11,1.47242837215009e-10
"FECAFAII_00146",21.3146672814524,-3.19283945452812,0.560054402507153,-5.70094519431502,1.19144940258791e-08,1.99918814576594e-08
"FECAFAII_00170",4586.10122945985,-2.09444178014063,0.0668437020601582,-31.333419837454,1.63673443323368e-215,1.60110484012927e-214
"FECAFAII_00173",778.500523503736,-0.429421635305856,0.118658602579823,-3.61896757562924,0.000295780691589056,0.000421956978675657
"FECAFAII_00179",1725.23581860054,-0.354252727222131,0.0700331491106547,-5.05835781655912,4.22882380014208e-07,6.78688462567445e-07
"FECAFAII_00190",1354.48433316192,-2.91357346677036,0.0929804877226934,-31.3353214005486,1.5419659783491e-215,1.5135474927413e-214
"FECAFAII_00206",3042.55079246243,-3.42772844405809,0.0729803310130001,-46.9678390941732,0,0
"FECAFAII_00212",939.764423151743,0.44568141237127,0.0852593387637116,5.2273618214004,1.71945811265273e-07,2.7844377995435e-07
"FECAFAII_00233",480.142036853998,-2.52415123686124,0.122397970588363,-20.6224925521864,1.72441492135858e-94,8.55071950659874e-94
"FECAFAII_00252",1435.19467982559,2.09847229887938,0.0880162722280558,23.8418674838,1.22977102619914e-125,7.50917509840495e-125
"FECAFAII_00291",2611.11726468573,-0.387165765593293,0.0645935895637001,-5.99387289371003,2.0490154814706e-09,3.5119001935098e-09
"FECAFAII_00306",2191.72230593035,-0.420966366038127,0.0709524035852746,-5.93308111869933,2.97301867430039e-09,5.07141263777457e-09
"FECAFAII_00318",18.3160329982549,-4.30819600799362,0.768407640796688,-5.60665430594478,2.06275076324333e-08,3.4371212022525e-08
"FECAFAII_00322",1130.283319835,3.82818237889473,0.1287474511322,29.734044015861,2.7887943535258e-194,2.45277448340679e-193
"FECAFAII_00352",21694.482272822,-0.340215050775967,0.0625669940944028,-5.43761220592828,5.39993440235766e-08,8.88964587360082e-08
"FECAFAII_00368",4088.32524176512,2.1181184467197,0.07239728191363,29.2568780309545,3.67102347506459e-188,3.16103698032508e-187
"FECAFAII_00382",5.37223844983643,-4.79221379792518,1.41484109209921,-3.38710391201243,0.000706346290171746,0.000992404460446478
"FECAFAII_00427",2796.29627984557,-0.482617960508299,0.0624598242009102,-7.72685428886088,1.10236704209644e-14,2.13783385911622e-14
"FECAFAII_00463",8340.83465283312,0.391802195950687,0.0552495758686658,7.09149689912631,1.3266905240044e-12,2.4616528690559e-12
"FECAFAII_00465",82.8013882981146,-2.01626406607905,0.259089358737601,-7.78211840078337,7.13200706722581e-15,1.38873746278547e-14
"FECAFAII_00466",1536.26389051344,5.18163591113157,0.114453125326456,45.2729962275118,0,0
"FECAFAII_00467",790.683277715312,3.40179105739482,0.110199147703747,30.8694860920341,3.06820419504662e-209,2.89316566064068e-208
"FECAFAII_00540",798.591408996054,-2.0465080096846,0.0934235353007207,-21.9057007754749,2.29227589533219e-106,1.239207796048e-105
"FECAFAII_00541",985.1255470165,-0.475442703126489,0.124798708048749,-3.80967648271464,0.000139148751020024,0.000201811300016938
"FECAFAII_00557",2293.51114951811,-0.40699979191089,0.0709963592456863,-5.73268539732365,9.88528873105994e-09,1.66063612094208e-08
"FECAFAII_00563",10064.6876211584,-0.387196552064345,0.0564473510897817,-6.85942820325606,6.91367147795323e-12,1.26728611667263e-11
"FECAFAII_00564",92.8404542511708,-2.1214794373134,0.240514232913702,-8.82059831392429,1.13849736893027e-18,2.38827019186248e-18
"FECAFAII_00641",511.931111320856,0.46229179122489,0.10288353899671,4.4933504011723,7.01112794161566e-06,1.07713696367984e-05
"FECAFAII_00647",5.04286606118532,-5.70008504491402,1.48047426512178,-3.85017502782808,0.000118033445548002,0.000171967674466086
"FECAFAII_00652",30.0335772620703,2.48776802141578,0.428826683195984,5.80133680785626,6.57883046265437e-09,1.11298331827023e-08
"FECAFAII_00693",1652.79845101209,0.381696065513514,0.073810072810696,5.17132758414244,2.32436677916856e-07,3.75554991960043e-07
"FECAFAII_00694",648.462150432666,-2.16367054698451,0.128700205487345,-16.8117101195869,2.00308375892603e-63,7.52071656745596e-63
"FECAFAII_00699",1400.81859457562,2.86196585258153,0.0878348075574973,32.583504560058,7.02450500358256e-233,7.53823745906845e-232
"FECAFAII_00707",2308.93418173641,2.17018452104198,0.0819588731472041,26.4789453259584,1.69429897301442e-154,1.21516305396246e-153
"FECAFAII_00709",743.94407246156,-2.74023926263373,0.101686728145252,-26.9478555620307,6.04413125075956e-160,4.50334753294935e-159
"FECAFAII_00713",356.807043069948,-3.03127386702235,0.159806574141688,-18.968392779228,3.1127900519531e-80,1.35232389568234e-79
"FECAFAII_00732",2394.97835173138,0.493007192193262,0.0693425894622579,7.10973149425863,1.16268929031021e-12,2.1615348409387e-12
"FECAFAII_00734",2756.88086678579,-0.359384959645531,0.0644019062901368,-5.58034661313389,2.40039754112182e-08,3.99741941416698e-08
"FECAFAII_00736",8637.91834921932,-0.383668522375614,0.0663620731345053,-5.78144268636664,7.40627138323766e-09,1.25002561609105e-08
"FECAFAII_00754",3099.33542488631,-0.437215766610576,0.0659968997796549,-6.62479249889489,3.47736303895256e-11,6.25838304131888e-11
"FECAFAII_00822",5740.96419093248,-2.24032028784686,0.0635318697315378,-35.2629364964958,2.17357596503022e-272,2.71791498931605e-271
"FECAFAII_00827",45517.934196766,2.42789433825077,0.0514374538929387,47.2009042925055,0,0
"FECAFAII_00830",31332.7970459809,-4.21340747268402,0.0647882812457471,-65.0334812356302,0,0
"FECAFAII_00831",42388.0785053125,-4.41189888609686,0.0604737252504877,-72.9556326788596,0,0
"FECAFAII_00832",2320.01387152626,-0.304276378813043,0.0664788552890861,-4.57703998496792,4.71601345481634e-06,7.28032994957155e-06
"FECAFAII_00834",1993.36636002103,-0.377268011556723,0.0852458158063302,-4.42564843785222,9.61530109621107e-06,1.47015448977688e-05
"FECAFAII_00836",829.969901517364,-2.67337324134866,0.100639498326768,-26.5638569924946,1.77657117474122e-155,1.29680677628319e-154
"FECAFAII_00892",2940.88881066204,0.386710600280797,0.0712000008142128,5.43132859351882,5.59360274259173e-08,9.19268656439646e-08
"FECAFAII_00907",16163.0832950261,2.34678730129357,0.0660449460041232,35.5331852515568,1.51105751615608e-276,1.94008991806469e-275
"FECAFAII_00908",1320.56820202227,2.55449886354072,0.0882358863409073,28.9507928063553,2.74251818195646e-184,2.29955751933143e-183
"FECAFAII_00910",1153.37538338351,-2.44106747178382,0.0922770382072006,-26.4536825109471,3.3096236554044e-154,2.36778050570723e-153
"FECAFAII_00920",13144.02422522,-0.429365604519885,0.0641507926938729,-6.69306779370311,2.18539830367633e-11,3.95295944740449e-11
"FECAFAII_00975",594.659137084041,3.03836021462633,0.11794555819239,25.7607006248615,2.44594736424401e-146,1.69099630278023e-145
"FECAFAII_00987",4459.08655492387,-2.68773207140736,0.0694651960078647,-38.691779853368,0,0
"FECAFAII_01003",1409.39009091655,6.00597150465763,0.152404280073481,39.4081550843709,0,0
"FECAFAII_01004",1459.05254904531,2.23293934585952,0.0862493126223858,25.8893581637654,8.77626488604101e-148,6.11151036616318e-147
"FECAFAII_01005",3771.83972143383,5.65476804699037,0.0898883324511558,62.9088102180904,0,0
"FECAFAII_01007",6690.06775135381,5.14790321030109,0.0707090293696172,72.8040429375924,0,0
"FECAFAII_01008",1145.61077225329,4.91370155366433,0.128328784205566,38.2899408272521,0,0
"FECAFAII_01009",793.263776442349,4.80254337948623,0.137560617348748,34.912197052087,4.85506242368422e-267,5.91659302140501e-266
"FECAFAII_01010",2110.92155926062,5.00426843822597,0.110790152684464,45.1688919725419,0,0
"FECAFAII_01011",1732.58509340253,5.12659199652878,0.253010230314347,20.2623901419296,2.76222771568637e-91,1.32623821541135e-90
"FECAFAII_01012",271.714338750047,4.23045041210791,0.196771873805218,21.4992637428232,1.58177368031994e-102,8.3471212928443e-102
"FECAFAII_01013",88.9393367700953,5.52293363252466,0.462703577289032,11.9362241910542,7.66232273002831e-33,1.99971326420703e-32
"FECAFAII_01014",667.062233361436,4.73464338610637,0.149826606156197,31.6008184899443,3.59770980759885e-219,3.64331457980785e-218
"FECAFAII_01015",24.0791799048534,5.63692036645671,0.912345539092005,6.17849282418452,6.47164296912742e-10,1.12597974465883e-09
"FECAFAII_01016",1886.12829153452,4.48064967364065,0.102715895304844,43.6217749973637,0,0
"FECAFAII_01017",2717.0419044509,4.51182917862491,0.0835918406432044,53.9745164588824,0,0
"FECAFAII_01018",5385.01702255225,4.54408355197209,0.0741459616337145,61.2856513267727,0,0
"FECAFAII_01019",207.757566224007,4.75720081482249,0.250975153650821,18.9548676258253,4.02565560594406e-80,1.74627232619836e-79
"FECAFAII_01020",180.156310868287,3.56643594084423,0.208331104418977,17.1190756694292,1.06960221503474e-65,4.14020991983837e-65
"FECAFAII_01021",302.941313728082,3.71627839580043,0.178676141085804,20.7989627110639,4.42270331509553e-96,2.20445316017587e-95
"FECAFAII_01022",135.435653076673,3.66072563039329,0.25599548988022,14.2999614255162,2.18930874126296e-46,6.82172474525707e-46
"FECAFAII_01023",422.089611870047,4.03184238531303,0.158819574507584,25.3863064286229,3.57247700748101e-142,2.4005709984849e-141
"FECAFAII_01024",135.41366479884,3.54256030979382,0.245748061556355,14.4154150692311,4.13943136183823e-47,1.30251691429396e-46
"FECAFAII_01025",337.876361645525,3.43464738935326,0.156729769651257,21.9144543949485,1.89147094773453e-106,1.02639065012915e-105
"FECAFAII_01026",246.850479306331,3.59298605439935,0.185690479675399,19.3493283052538,2.06515930157984e-83,9.23701112184077e-83
"FECAFAII_01027",309.601672513722,3.22760850215219,0.156850031101827,20.5776720570545,4.35079816517513e-94,2.14998204863294e-93
"FECAFAII_01028",7.64178635081649,4.52958517831108,1.21811002562877,3.7185353400018,0.00020038126189554,0.000288148254605786
"FECAFAII_01033",721.010289517802,3.33519206699328,0.114949599140683,29.0143862347135,4.33261117948424e-185,3.66487933888138e-184
"FECAFAII_01035",108.025344132185,4.91661859475648,0.361845102289222,13.5876333924416,4.74165824840835e-42,1.39437721088164e-41
